城市id	城市名称
131403	北港鎮 (Beigang)
131402	士林區 (Shìlín)
131401	大丘
131400	樹林區 (Shulin District)
131399	石門區 (Shimen)
131398	中山區 (Jhongshan)
131397	大里區
131396	七美鄉 (Qīměi)
131395	馬祖列島 (Lienchiang)
131394	溪湖鎮
131393	霧臺鄉 (Wutai)
131392	苗栗縣 (Miáolì)
131391	新莊區 (Xīnzhuāng)
131389	新興區 (Sinsing)
131390	枋寮鄉 (Fangliao)
131388	大甲區
131387	烏坵鄉
131386	竹崎鄉 (Jhuci)
131385	橫山鄉
131384	大坪村
131383	九如鄉 (Jiouru)
131382	車城鄉 (Checheng)
131380	北屯區
131381	東石鄉 (Dongshi)
131379	寶山鄉
131378	馬公市 (Mǎgōng)
131377	草屯鎮
131376	北竿鄉
131375	甲仙區 (Jiasian)
131374	三民區 (Sanmin)
131373	永康區 (Yongkang)
131372	西嶼鄉 (Xiyǔ)
131371	埔里鎮
131370	新北市
131369	芳苑鄉
131368	新竹市
131367	竹山鎮(Jhushan)
131366	臺北市
131365	埔鹽鄉
131364	屏東市 (Pingdong City)
131363	永和區(YongHo)
131362	安南區 (Annan)
131361	基隆市
131360	中正區
131359	三星鄉 (Sansing)
131358	萬巒鄉 (Wanluan)
131357	大同區 (Datong)
131356	新竹县
131355	松山區
131354	卑南鄉 (Beinan)
131353	湖口鄉 (Hukou)
131352	東區 (Eastern District)
131351	大安區
131350	林口區 (Línkǒu)
131349	台南市 (Tainan)
131348	莒光鄉
131347	西港區 (Sigang)
131346	頭份鎮
131345	西區 (West District)
131344	路竹區 (Lujhu)
131342	萬華區 (Wanhua District)
131341	名間鄉
131340	新化區 (Sinhua)
131339	七股區 (Cigu)
131338	大溪鎮
131337	太平區
131336	南化區 (Nanhua)
131335	水林鄉 (Shueilin)
131334	七堵區 (Cidu)
131333	新社區
131332	龍崎區 (Longci)
131331	麻豆區 (Madou)
131330	水里鄉
131329	南區 (South District)
131328	東河鄉 (Donghe)
131327	內湖區 (Nèihú)
131326	光復鄉 (Guangfu)
131325	桃園縣 (Táoyuán)
131324	壯圍鄉
131323	新市區 (Sinshih)
131322	鹿草鄉 (Lucao)
131321	Xiqiu Village
131320	新營區 (Sinying)
131319	南竿鄉
131318	關山鎮 (Guanshan)
131317	宜蘭縣 (Yílán)
131316	竹南鎮 (Zhúnán)
131315	里港鄉 (Ligang)
131313	臺中市 (Taichung)
131314	美濃區 (Meinong)
131312	神岡區
131311	獅子鄉 (Shihzih)
131310	六甲區 (Lioujia)
131309	鶯歌區 (Yīnggē)
131308	秀水鄉
131307	中寮鄉
131306	南州鄉 (Nanjhou)
131305	嘉義市
131304	大社區 (Dashe)
131303	安平區 (Anping)
131302	琉球鄉 (Liúqiú)
131301	池上鄉 (Chihshang)
131300	三重區 (Sanchong)
131298	蘭嶼鄉
131299	白河區 (Baihe)
131297	雲林縣 (Yúnlín)
131296	蘇澳鎮
131295	滿州鄉 (Manjhou)
131294	大林鎮 (Dalin)
131293	牡丹鄉 (Mudan)
131292	杉林區 (Shānlín)
131291	左鎮區 (Zuojhen)
131290	大雅區
131288	龜山鄉
131289	芎林鄉
131287	員林鎮
131286	延平鄉 (Yanping)
131284	南屯區
131285	柳營區 (Liouying)
131283	佳冬鄉 (Jiadong)
131282	彌陀區 (Mituo)
131281	南庄鄉
131280	嘉義縣
131279	花壇鄉
131278	下營區 (Siaying)
131277	梓官區 (Zihguan)
131276	田寮區 (Tianliao)
131275	集集鎮
131274	板橋區 (Banqiao District)
131273	Tutan Village
131272	社頭鄉
131271	公館鄉
131270	關廟區 (Guanmiao)
131269	Fuzheng Village
131268	田尾鄉
131267	安樂區 (Ānlè)
131266	春日鄉 (Chunrih)
131265	鹿港鎮
131264	芬園鄉
131262	溪州鄉
131263	鳳林鎮 (Fenglin)
131261	礁溪鄉
131260	萬丹鄉 (Wandan)
131259	竹田鄉 (Jhutian)
131258	崙背鄉
131257	麟洛鄉 (Linluo)
131256	小港區 (Siaogang)
131254	桃源區 (Taoyuan)
131255	東勢鄉 (Dōngshì)
131253	番路鄉 (Fanlu)
131252	岡山區 (Gangshan)
131251	復興鄉
131250	通霄鎮
131249	大武鄉 (Dawu)
131248	望安鄉 (Wang'an)
131247	新城鄉 (Sincheng)
131246	北門區 (Beimen)
131245	三峽區 (Sanxia)
131244	鹽埔鄉 (Yanpu)
131243	永安區 (Yong-an)
131242	大肚區
131241	萬里區 (Wanli)
131240	壽豐鄉 (Shoufong)
131239	北區
131238	朴子市 (Puzi City)
131237	燕巢區 (Yanchao)
131236	沙鹿區
131235	金山區 (Jinshan)
131234	大埔鄉 (Dapu)
131233	阿蓮區 (Alian)
131232	新港鄉 (Singang)
131230	林邊鄉 (Linbian)
131229	秀林鄉 (Sioulin)
131228	信義鄉
131227	台東縣 (Táidōng)
131226	白沙鄉 (Báishā)
131225	土城區 (Tucheng)
131224	西湖鄉
131223	石岡區
131222	大樹區 (Dashu)
131221	竹塘鄉
131220	大同鄉
131219	竹北市 (Zhubei City)
131218	西螺鎮
131217	民雄鄉 (Minsyong)
131216	Gangkou Village
131215	水上鄉 (Shueishang)
131214	萬榮鄉 (Wanrong)
131213	三芝區 (Sanzhi)
131212	花蓮市 (Hualien City)
131210	和美鎮
131211	東區 (East District)
131209	將軍區 (Jiangjyun)
131208	中壢市 (Zhongli City)
131207	茂林區 (Maolin)
131206	高雄市
131205	中和區 (Zhonghe)
131204	太保市 (Taibao)
131203	坪林區 (Pínglín)
131202	新豐鄉
131201	銅鑼鄉
131200	南投縣 (Nántóu)
131199	台西鄉 (Táixī)
131198	楠西區 (Nansi)
131197	吉安鄉 (Ji-an)
131196	內門區 (Neimen)
131195	后里區
131194	茄萣區 (Jiading)
131193	南投市
131192	黃官嶼
131190	南澳鄉 (Nan-ao)
131189	玉井區 (Yujing)
131188	田中鎮
131186	台東市 (Taitung City)
131185	來義鄉 (Laiyi)
131184	苓雅區 (Lingya)
131183	六龜區 (Liouguei)
131182	大內區 (Danei)
131181	烏來區 (Wulai)
131180	外埔區
131179	北區
131178	福興鄉
131177	仁德區 (Rende)
131176	造橋鄉
131175	新埤鄉 (Sinpi)
131174	五股區 (Wǔgǔ)
131173	豐濱鄉 (Fengbin)
131172	瑞穗鄉 (Ruisui)
131171	大村鄉
131170	鹽埕區 (Yancheng)
131169	成功鎮 (Chenggong)
131168	石碇區 (Shiding)
131167	竹東鎮
131166	太麻里鄉 (Taimali)
131165	六腳鄉 (Lioujiao)
131164	三灣鄉
131163	卓蘭鎮
131162	長濱鄉 (Changbin)
131161	北投區
131160	彰化縣 (Zhānghuà)
131158	湖西鄉 (Húxi)
131157	Hongtou Village
131156	信義區
131155	魚池鄉
131154	八德市 (Bade City)
131153	土庫鎮 (Tǔkù)
131152	鳳山區 (Fongshan)
131151	佳里區 (Jiali)
131150	後壁區 (Houbi)
131149	內埔鄉 (Neipu)
131148	崁頂鄉 (Kanding)
131147	五結鄉
131146	蘆洲區 (Luzhou)
131145	枋山鄉 (Fangshan)
131144	Daping Village
131143	元長鄉 (Yuanchang)
131142	關西鎮
131141	頭城鎮
131140	林園區 (Linyuan)
131139	潭子區
131138	恆春鎮 (Hengchun)
131137	古坑鄉
131136	文山區 (Wenshan)
131135	连江县
131134	東引鄉
131133	東區
131132	梅山鄉 (Meishan)
131131	善化區 (Shanhua)
131130	二崙鄉 (Èrlún)
131129	花蓮縣 (Hualien County)
131128	豐原區
131127	那瑪夏區 (Namasia)
131126	平溪區 (Pingxi)
131125	東山區 (Dongshan)
131124	前金區 (Cianjin)
131123	北區 (North District)
131122	林內鄉 (Línnèi)
131121	彰化市
131119	烈嶼鄉
131118	金寧鄉
131117	金城鎮
131116	金沙鎮
131115	金湖鎮
131114	金门县
123064	Kumasi
122629	Yaounde
122493	Garoua
121011	Bayamo
120996	San Diego
120945	Pinar del Río
120935	Varadero
120768	Nakuru
116738	Tangier-Assilah
116374	Agadir
115964	Swakopmund
115295	Maracaibo
114280	Pretoria
113894	Lagos
109725	Ho Chi Minh City
109672	Nha Trang
109510	Phan Thiet
109491	Hue
91250	Jinja
91021	Ndola
89896	Fremantle
88879	Cairns
88812	Darwin
88483	Andorra la Vella
88274	Kaunas
87929	Klaipėda
87548	Vilnius
87468	Rīga
87387	Liepāja
87339	Daugavpils
87170	Tartu
87124	Kuressaare
86967	Tallinn
86693	Chișinău
86493	Majuro
86095	Christchurch
86077	Malé
85822	Antananarivo
84628	Roseau
84601	Dubai
84462	Díli
84181	Sanaa
83913	Belmopan
83895	Belize City
83773	Innsbruck Land
83748	Ramsau im Zillertal
83652	Kufstein
82976	Dornbirn
82908	Bregenz
82844	Lienz
82617	Graz
81544	Melk
81183	Managua
81054	Georgetown
80309	Sofia
80263	Sandanski
79906	Dushanbe
79733	Bandar Seri Begawan
79063	Charleroi
79013	Namur
78886	Antwerpen
78763	Leuven
78609	Lilongwe
78560	جيبوتي
78258	Wad Madani
78224	Khartoum
78125	Abomey
78104	Porto Novo
77982	Cotonou
77941	Conakry
77798	Banjul
77291	Damascus
77004	Tegucigalpa
76894	Koper
76849	Postojna
76814	Bled
76787	Maribor
76727	Ljubljana
76265	Szczecin
76075	Koszalin
75929	Wroclaw
75895	Legnica
74835	Kalisz
74395	Leszno
74300	Suwalki
74263	Bialystok
73836	Kętrzyn
73293	Opole
73177	Katowice
72807	Plock
72761	Siedlce
72534	Pilawa
72200	Zakopane
71313	Kielce
70838	Tripoli
70831	Benghazi
70654	Odense
70587	Aalborg
70531	Aarhus Kommune
70487	Port Moresby
69058	Valletta
69037	Paramaribo
68791	Port Louis
66459	Trier
65279	Goldberg
65099	Rostock
64934	Greifswald
64807	Mannheim
64744	Freudenstadt
64414	Heidelberg
64123	Feldberg
64093	Freiburg
62589	Chemnitz
62552	Marienberg
62381	Plauen
62082	Leipzig
62043	Oschatz
62022	Dresden
62019	Harburg
61790	Regensburg
61107	Kempten
61083	Oberstdorf
61007	Augsburg
60339	Straubing
59337	Bamberg
58563	Potsdam
58531	Cottbus
57449	Altenburg
57314	Meiningen
57109	Erfurt
56569	Giessen
56447	Kassel
56100	Taunusstein
55770	Itzehoe
55729	Schleswig
55446	Sylt
55183	Helgoland
54960	Kiel
54766	Fehmarn
54300	Cuxhaven
54116	Bremerhaven
54089	Soltau
54057	Bremen
53852	Norderney
53558	Braunlage
53479	Emden
53318	Wunstorf
52106	Warburg
52077	Essen
52071	Aachen
51866	Magdeburg
51818	Wernigerode
51811	Harzgerode
51771	Genthin
51495	Wittenberg
51349	Riyadh
51328	Mecca
51190	N'Djamena
51184	Amman
51001	San Jose
50580	Kingston and St. Andrew Corporation
47568	Nashville
47154	Augusta
47098	Lincoln
46984	Concord
46088	New Orleans
44884	Wichita
44141	Olympia
40653	Columbus
40354	San Diego
39002	Charlotte
38877	Lancaster
36534	Oklahoma City
35769	Tallahassee
35689	West Palm Beach
30328	Providence
28760	El Paso
26121	Los Angeles County
25026	Salt Lake City
23836	Yellowstone National Park
17249	Nassau
7010	Dnipropetrovsk
6714	Vaduz
6605	Minsk
6518	Mozyr
6105	Punta Del Este
5662	Rocha
5570	Colonia
4737	Belmullet
4447	Galway
4377	Waterford
4348	Mullingar
271192	坪洲
271190	南丫島
271191	大嶼山
271189	交椅洲
271188	喜靈洲
271186	石鼓洲
271187	長洲
271185	小鴉洲
271184	大鴉洲
271183	新界
271182	油尖旺區
271181	深水埗區
271173	香港島
271174	中西區（香港）
271175	東區（香港）
271176	西環
271178	九龍半島
271179	九龍城區
271180	觀塘區
284865	润州区
284770	松北区
284771	香坊区
284772	龙沙区
284773	建华区
284774	铁锋区
284775	昂昂溪区
284776	富拉尔基区
284777	碾子山区
284778	梅里斯达斡尔族区
284779	鸡冠区
284780	恒山区
284781	滴道区
284782	梨树区
284783	城子河区
284784	麻山区
284785	鹤岗市向阳区
284786	工农区
284787	鹤岗市南山区
284788	兴安区
284789	东山区
284790	兴山区
284791	尖山区
284792	岭东区
284793	四方台区
284794	双鸭山市宝山区
284795	萨尔图区
284796	龙凤区
284797	让胡路区
284798	红岗区
284799	大同区
284801	南岔县
284802	友好区
284808	乌翠区
284809	汤旺县
284813	佳木斯市向阳区
284814	前进区
284815	东风区
284816	佳木斯市郊区
284817	新兴区
284818	桃山区
284819	茄子河区
284820	东安区
284821	阳明区
284822	爱民区
284823	牡丹江市西安区
284824	爱辉区
284825	北林区
284826	黄浦区
284827	长宁区
284828	静安区
284829	上海市普陀区
284831	虹口区
284832	杨浦区
284833	玄武区
284834	秦淮区
284835	建邺区
284836	南京市鼓楼区
284837	栖霞区
284838	雨花台区
284839	新吴区
284841	梁溪区
284842	惠山区
284843	滨湖区
284844	徐州市鼓楼区
284845	云龙区
284846	贾汪区
284847	泉山区
284848	天宁区
284849	钟楼区
284850	戚墅堰区
284851	新北区
284852	虎丘区
284853	相城区
284854	姑苏区
284855	崇川区
284857	连云区
284858	新浦区（现海州区）
284859	连云港市海州区
284860	清江浦区
284861	清浦区
284862	亭湖区
284863	广陵区
284864	京口区
284866	海陵区
284867	高港区
284868	宿城区
284869	上城区
284872	拱墅区
284873	杭州市西湖区
284874	滨江区
284875	海曙区
284876	江东区
284877	宁波市江北区
284878	鹿城区
284879	龙湾区
284880	瓯海区
284881	南湖区
284882	秀洲区
284883	吴兴区
284884	南浔区
284885	越城区
284886	柯桥区
284887	婺城区
284888	金东区
284889	柯城区
284890	莲都区
284891	瑶海区
284892	庐阳区
284893	蜀山区
284894	包河区
284895	镜湖区
284896	弋江区
284897	鸠江区
284898	三山区
284899	龙子湖区
284900	蚌山区
284901	禹会区
284902	淮上区
284903	大通区
284904	田家庵区
284905	谢家集区
284906	八公山区
284907	花山区
284908	雨山区
284909	博望区
284910	杜集区
284911	相山区
284912	烈山区
284913	铜官区
284914	铜官区
284915	铜陵市郊区
284916	义安区
284917	迎江区
284918	大观区
284919	宜秀区
284920	徽州区
284921	琅琊区
284922	南谯区
284923	颍州区
284924	颍东区
284925	颍泉区
284926	埇桥区
284927	金安区
284928	裕安区
284929	谯城区
284930	贵池区
284931	宣州区
284932	福州市鼓楼区
284933	台江区
284934	仓山区
284935	马尾区
284936	晋安区
284937	思明区
284938	海沧区
284939	湖里区
284940	集美区
284941	翔安区
284943	三元区
284944	鲤城区
284945	丰泽区
284946	洛江区
284947	泉港区
284948	金门县
284949	芗城区
284950	龙文区
284951	延平区
284952	新罗区
284953	蕉城区
284954	东湖区
284955	南昌市西湖区
284956	青云谱区
284958	青山湖区
284959	昌江区
284960	珠山区
284961	浔阳区
284962	柴桑区
284963	共青城市
284964	渝水区
284965	月湖区
284966	章贡区
284967	吉州区
284968	青原区
284969	袁州区
284970	临川区
284971	信州区
284972	历下区
284973	济南市市中区
284974	槐荫区
284975	历城区
284976	市南区
284977	市北区
284978	黄岛区
284979	李沧区
284980	城阳区
284981	张店区
284982	枣庄市市中区
284983	山亭区
284984	东营区
284985	芝罘区
284986	莱山区
284987	潍城区
284988	寒亭区
284989	坊子区
284990	奎文区
284991	济宁市市中区（现任城区）
284992	任城区
284993	泰山区
284994	岱岳区
284995	环翠区
284996	东港区
284997	岚山区
284998	莱芜区
284999	钢城区
285000	兰山区
285001	罗庄区
285002	临沂市河东区
285003	德城区
285004	东昌府区
285005	滨城区
285006	牡丹区
285007	中原区
285008	二七区
285009	管城回族区
285010	金水区
285011	惠济区
285012	龙亭区
285013	顺河回族区
285014	开封市鼓楼区
285015	禹王台区
285016	金明区（现龙亭区）
285017	祥符区
285018	老城区
285019	西工区
285020	瀍河回族区
285021	涧西区
285022	洛龙区
285023	平顶山市新华区
285024	卫东区
285025	湛河区
285026	文峰区
285027	北关区
285028	殷都区
285029	龙安区
285030	安阳县
285031	鹤山区
285032	山城区
285033	淇滨区
285034	红旗区
285035	卫滨区
285036	凤泉区
285037	牧野区
285038	新乡县
285039	解放区
285040	中站区
285041	马村区
285042	山阳区
285043	华龙区
285044	濮阳县
285045	魏都区
285046	建安区
285047	源汇区
285048	郾城区
285049	召陵区
285050	湖滨区
285051	宛城区
285052	卧龙区
285053	梁园区
285054	睢阳区
285055	浉河区
285056	平桥区
285057	川汇区
285058	驿城区
285059	江岸区
285060	江汉区
285061	硚口区
285062	汉阳区
285063	武昌区
285064	武汉市青山区
285065	洪山区
285066	汉南区
285067	黄石港区
285068	西陵区
285069	伍家岗区
285070	点军区
285071	猇亭区
285072	襄城区
285073	樊城区
285074	华容区
285075	鄂城区
285076	东宝区
285077	孝南区
285078	荆州区
285079	黄州区
285080	咸安区
285081	曾都区
285082	随县
285083	恩施市
285084	芙蓉区
285085	天心区
285086	岳麓区
285087	开福区
285088	雨花区
285089	长沙县
285090	荷塘区
285091	芦淞区
285092	石峰区
285093	天元区
285094	渌口区
285095	雨湖区
285096	岳塘区
285097	湘潭县
285098	珠晖区
285099	雁峰区
285100	石鼓区
285101	蒸湘区
285102	双清区
285103	大祥区
285104	北塔区
285105	岳阳楼区
285106	云溪区
285107	君山区
285108	岳阳县
285109	武陵区
285110	鼎城区
285111	永定区
285112	资阳区
285113	北湖区
285114	零陵区
285115	鹤城区
285116	娄星区
285117	湘西土家族苗族自治州
285118	荔湾区
285119	越秀区
285120	海珠区
285121	天河区
285122	广州市白云区
285123	黄埔区
285124	南沙区
285125	萝岗区（现黄埔区）
285126	罗湖区
285127	福田区
285128	深圳市南山区
285129	宝安区
285130	龙岗区
285131	盐田区
285132	香洲区
285133	龙湖区
285134	金平区
285135	濠江区
285136	潮南区
285137	禅城区
285138	茂南区
285139	端州区
285140	鼎湖区
285141	惠城区
285142	梅江区
285143	汕尾市城区
285144	源城区
285145	江城区
285146	清城区
285147	湘桥区
285148	榕城区
285149	云城区
285150	兴宁区
285151	青秀区
285152	西乡塘区
285153	良庆区
285154	柳州市城中区
285155	鱼峰区
285156	柳南区
285157	柳北区
285158	秀峰区
285159	叠彩区
285160	象山区
285161	七星区
285162	雁山区
285163	万秀区
285164	龙圩区
285165	海城区
285166	银海区
285167	铁山港区
285168	港口区
285169	钦南区
285170	钦北区
285171	港北区
285172	港南区
285173	覃塘区
285174	玉州区
285175	福绵区
285176	右江区
285177	八步区
285178	金城江区
285179	兴宾区
285180	江州区
285181	秀英区
285182	龙华区
285183	琼山区
285184	美兰区
285185	中沙群岛的岛礁及其海域
285186	渝中区
285187	大渡口区
285188	重庆市江北区
285189	沙坪坝区
285190	九龙坡区
285191	南岸区
285192	锦江区
285193	青羊区
285194	金牛区
285195	武侯区
285196	成华区
285197	青白江区
285198	自流井区
285199	贡井区
285200	大安区
285201	沿滩区
285202	攀枝花市东区
285203	攀枝花市西区
285204	江阳区
285205	龙马潭区
285206	旌阳区
285207	涪城区
285208	游仙区
285209	利州区
285210	昭化区
285211	朝天区
285212	船山区
285213	安居区
285214	大英县
285215	内江市市中区
285216	乐山市市中区
285217	沙湾区
285218	五通桥区
285219	顺庆区
285220	高坪区
285221	嘉陵区
285222	东坡区
285223	翠屏区
285224	广安区
285225	前锋区
285226	雨城区
285227	巴州区
285228	恩阳区
285229	雁江区
285230	阿坝县
285231	甘孜县
285232	钟山区
285233	西秀区
285234	七星关区
285235	碧江区
285236	黔西南布依族苗族自治州
285237	黔东南苗族侗族自治州
285238	黔南布依族苗族自治州
285239	五华区
285240	盘龙区
285241	官渡区
285242	西山区
285243	麒麟区
285244	红塔区
285245	隆阳区
285246	昭阳区
285247	古城区
285248	玉龙纳西族自治县
285249	思茅区
285250	临翔区
285251	楚雄市
285252	红河县
285253	文山市
285254	西双版纳傣族自治州
285255	大理市
285256	芒市
285257	迪庆藏族自治州
285258	拉萨市城关区
285259	卡若区
285260	扎囊县
285261	桑珠孜区
285262	色尼区
285263	双湖县
285264	巴宜区
285265	西安市新城区
285266	碑林区
285267	莲湖区
285268	灞桥区
285269	未央区
285270	雁塔区
285271	阎良区
285272	王益区
285273	印台区
285274	渭滨区
285275	金台区
285276	秦都区
285277	杨陵区
285278	渭城区
285279	临渭区
285280	宝塔区
285281	汉台区
285282	汉滨区
285283	兰州市城关区
285284	七里河区
285285	西固区
285286	安宁区
285287	红古区
285288	金川区
285289	白银区
285290	秦州区
285291	凉州区
285292	甘州区
285293	肃州区
285294	陇南市
285295	临夏市
285296	临夏县
285297	甘南藏族自治州
285298	城东区
285299	西宁市城中区
285300	城西区
285301	城北区
285302	玉树市
285303	兴庆区
285304	西夏区
285305	金凤区
285306	利通区
285307	红寺堡区
285308	原州区
285309	沙坡头区
285310	天山区
285311	沙依巴克区
285312	乌鲁木齐市新市区
285313	水磨沟区
285314	头屯河区
285315	米东区
285316	乌鲁木齐县
285317	独山子区
285318	克拉玛依区
285319	高昌区
285320	伊州区
285321	昌吉市
285322	博尔塔拉蒙古自治州
285323	巴音郭楞蒙古自治州
285324	阿克苏市
285325	喀什市
285326	和田市
285327	和田县
285328	伊犁哈萨克自治州
285329	塔城市
285330	阿勒泰市
285331	图木舒克市
285332	五家渠市
284769	平房区
284768	道外区
284767	南岗区
284766	道里区
284765	洮北区
284764	宁江区
284763	浑江区
284762	二道江区
284761	东昌区
284760	辽源市西安区
284759	龙山区
284758	四平市铁东区
284757	四平市铁西区
284756	丰满区
284755	船营区
284754	龙潭区
284753	昌邑区
284752	绿园区
284751	二道区
284750	长春市朝阳区
284749	宽城区
284748	南关区
284747	南票区
284746	龙港区
284745	连山区
284744	朝阳县
284743	龙城区
284742	双塔区
284741	铁岭县
284740	清河区
284739	银州区
284738	兴隆台区
284737	双台子区
284736	太子河区
284735	宏伟区
284734	文圣区
284733	白塔区
284732	阜新蒙古族自治县
284730	清河门区
284731	细河区
284729	太平区
284728	新邱区
284727	阜新市海州区
284726	老边区
284725	鲅鱼圈区
284724	西市区
284723	站前区
284722	太和区
284721	凌河区
284720	古塔区
284719	振安区
284718	振兴区
284717	元宝区
284716	南芬区
284715	明山区
284714	溪湖区
284713	平山区
284712	抚顺县
284711	顺城区
284710	望花区
284709	东洲区
284708	新抚区
284707	千山区
284706	立山区
284705	鞍山市铁西区
284704	鞍山市铁东区
284703	甘井子区
284702	沙河口区
284701	西岗区
284700	中山区
284699	于洪区
284698	浑南区
284697	沈阳市铁西区
284696	皇姑区
284695	大东区
284694	沈河区
284693	沈阳市和平区
284692	阿拉善盟
284691	锡林郭勒盟
284690	兴安盟
284688	巴彦淖尔市
284689	乌兰察布市
284687	扎赉诺尔区
284686	科尔沁区
284685	松山区
284684	元宝山区
284683	红山区
284682	乌达区
284681	海南区
284680	海勃湾区
284679	九原区
284678	石拐区
284677	包头市青山区
284676	昆都仑区
284675	东河区
284674	赛罕区
284673	玉泉区
284672	回民区
284671	呼和浩特市新城区
284670	尧都区
284669	忻府区
284668	盐湖区
284667	朔城区
284666	晋城市城区
284665	上党区
284664	潞州区
284663	潞州区
284662	阳泉市郊区
284661	阳泉市矿区
284660	阳泉市城区
284659	新荣区
284655	晋源区
284654	万柏林区
284653	杏花岭区
284652	迎泽区
284651	桃城区
284650	广阳区
284649	安次区
284648	运河区
284647	沧州市新华区
284646	鹰手营子矿区
284645	双滦区
284644	双桥区
284643	下花园区
284642	宣化区
284641	张家口市桥西区
284640	张家口市桥东区
284639	莲池区
284638	莲池区
284637	保定市新市区
284635	信都区
3216	龙聚山庄
284634	襄都区
284633	邯郸县
284632	复兴区
284631	丛台区
284630	邯山区
284628	海港区
284629	山海关区
284627	开平区
284626	古冶区
284625	路北区
284624	路南区
284623	井陉县
284622	裕华区
284621	井陉城区
284620	石家庄市新华区
284619	石家庄市桥西区
284617	石家庄市长安区
284616	红桥区
284615	河北区
284614	南开区
284613	河西区
284612	天津市河东区
284611	天津市和平区
284609	东城区
284610	西城区
285371	南區（香港）
285370	灣仔區
285369	黃大仙區
285368	離島區
285367	葵青區
285366	元朗區
285365	屯門區
285364	荃灣區
285363	西貢區
285362	沙田區
285361	大埔區
285360	北區（香港）
285359	双河市
285357	崖州区
285356	天涯区
285355	吉阳区
285354	海棠区
285372	天坛公园
285373	恭王府
285374	故宫博物院
285375	北京明城墙遗址公园
285376	北京市规划展览馆
285377	明城墙遗址公园
285378	北京国子监
285379	北京孔庙
285380	北海公园
285381	北京海洋馆
285382	景山公园
285383	什刹海
285384	白鹤梁水下博物馆
285385	石夹沟
285386	武陵山森林公园
285387	青龙瀑布
285388	潭獐峡
285389	沈阳市植物园
285390	新民文化博览园
285391	北陵公园
285392	福陵森林公园
285393	辽宁省博物馆
285394	棋盘山风景区
285395	沈飞航空博览园
285396	沈阳故宫
285397	沈阳怪坡风景区
285398	沈阳九·一八历史博物馆
285399	沈阳科学宫
285400	张氏帅府
285401	白溪漂流
285402	露水河国家森林公园
285403	望天鹅风景区
285404	长白果园朝鲜族民俗村
285405	白山湖风景区
285406	杨靖宇将军殉国地
285407	白山市龙山湖景区
285408	长白山迷宫
285409	太阳岛风景区
285410	镜泊湖
285411	五大连池风景区
285412	二龙山风景区
285413	北大荒集团北大荒现代农业园
285414	北方森林动物园
285415	哈尔滨游乐园
285416	黑龙江省科学技术馆
285417	金源文化旅游开发区
285418	龙塔
285419	圣·索菲亚教堂
285420	亚布力滑雪旅游度假区
285421	卧龙岗
285422	宝天曼峡谷漂流
285423	鹳河漂流风景区
285424	中国西峡恐龙遗迹园
285425	五朵山风景区
285426	汉画馆
285427	医圣祠
285428	龙潭沟
285429	南阳云华蝙蝠洞景区
285430	石门湖
285431	南阳社旗山陕会馆
285432	香严寺
285433	三峡工程
285434	宜昌三峡人家风景区
285435	清江画廊
285436	快乐谷景区
285437	三峡大瀑布
285438	三游洞
285439	坛子岭
285440	宜昌车溪民俗风景区
285441	宜昌市柴埠溪峡谷风景区
285442	九畹溪
285443	当阳玉泉风景区
285444	宜昌市当阳百宝寨风景区
285445	桃花源风景区
285446	柳叶湖旅游度假区
285447	花岩溪国家森林公园
285448	西洞庭湖湿地生态旅游风景区
285449	夹山国家森林公园
285450	天门山国家森林公园
285451	武陵源风景名胜区
285452	茅岩河九天洞风景区
285453	宝峰湖风景区
285454	黄龙洞旅游区
285455	张家界土家风情园
285456	江垭温泉度假村
285457	龙王洞
285458	万福温泉
285459	绿色大地生态园
285460	秀华山馆
285461	紫霞观
285462	百色起义纪念馆
285463	大王岭风景区
285464	大石围天坑群景区
285465	古龙山峡谷风景区
285466	通灵大峡谷
285467	百色澄碧湖风景区
285468	梅县雁南飞茶田景区
285469	华银雁鸣湖旅游度假村
285470	灵光寺
285471	叶剑英故居
285472	五指石
285473	汤湖热矿泥山庄
285474	东山景区
285475	虎丘山风景名胜区
285476	金鸡湖景区
285477	留园
285478	穹窿山景区
285479	天平山风景名胜区
285480	旺山景区
285481	拙政园
285482	古镇同里
285483	周庄古镇游览区
285484	锦溪古镇
285485	千灯古镇
285486	濠河风景名胜区
285487	红十四军公园
285488	水绘园
285489	南通博物苑
285490	南通狼山风景名胜区
285491	中国珠算博物馆
285492	黄金海滩风景区
285493	南通小洋口风景区
285494	定慧禅寺
285495	东方大寿星园
285496	法宝禅寺
285497	广福禅寺
285498	大丰麋鹿国家级自然保护区
285499	大纵湖旅游度假区
285500	新四军纪念馆
285501	息心寺
285502	西湖
285503	西溪国家湿地公园
285504	淳安县千岛湖风景区
285505	千岛湖龙川湾
285506	天目山风景区
285507	浙西大峡谷
285508	东方文化园
285509	杭州极地海洋公园
285510	雷峰塔
285511	清河坊
285512	双溪漂流接待中心
285513	宋城
285514	台州海洋世界
285515	大鹿岛风景区
285516	临海市江南长城景区
285517	天台山天湖景区
285518	仙居风景名胜区
285519	温岭长屿硐天
285520	横店电影城
285521	义乌国际商贸城购物旅游区
285522	横店.红军长征博览城
285523	横店明清民居博览城
285524	仙华山景区
285525	诸葛八卦村
285526	双龙洞景区
285527	六洞山风景名胜区
285528	郭洞景区
285529	寿仙谷
285530	宁波滕头生态旅游示范区
